Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,GPlatforms,Has_Score
Kaitou Rousseau,DS,2006.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Dead Rising,XOne,2016.0,Action,Capcom,0.01,0.0,0.0,0.0,0.01,,,8.8,12.0,Capcom,M,Xbox,True
Penguins of Madagascar,Wii,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,tbd,,Little Orbit,E,Nintendo,True
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Miyako: Awayuki no Utage,PSP,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Norn + Nonette: Last Era,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
SoulCalibur Legends (JP sales),Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Nintendo,False
Hakuoki: Reimeiroku DS,DS,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Barbie and Her Sisters Puppy Rescue,WiiU,2015.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,2.8,11.0,"Torus Games, Little Orbit",E,Nintendo,True
Prototype: Biohazard Bundle,XOne,2016.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,56.0,4.0,3.1,14.0,Radical Entertainment,M,Xbox,True
Spider-Man: Friend or Foe,PC,2007.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,57.0,9.0,5.3,11.0,Beenox,E10+,PC,True
Sengoku Basara 2 Heroes,Wii,2007.0,Action,Capcom,0.0,0.0,0.01,0.0,0.01,,,,,,,Nintendo,False
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2006.0,Action,D3Publisher,0.01,0.0,0.0,0.0,0.01,,,,,,,Portable,False
Crows: Burning Edge,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Playstation,False
Simple DS Series Vol. 41: The Bakudan Shori-Han,DS,2008.0,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Brothers Conflict: Precious Baby,PSV,2017.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Young Justice: Legacy,X360,2013.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,6.2,10.0,Freedom Factory Studios,T,Xbox,True
TrackMania Turbo,PC,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,79.0,13.0,6.8,42.0,Nadeo,E,PC,True
"Crouching Tiger, Hidden Dragon",XB,2003.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.01,52.0,10.0,tbd,,Genki,T,Xbox,True
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Playstation,False
Teenage Mutant Ninja Turtles (3DS),3DS,2013.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,,,,,,,Portable,False
Assassin's Creed Chronicles,XOne,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,,,6.8,8.0,Climax Studios,T,Xbox,True
Madagascar: Escape 2 Africa,PC,2008.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,58.0,6.0,8,4.0,Aspyr,E10+,PC,True
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,,,,,Playstation,False
Transformers: Prime,Wii,2012.0,Action,Activision,0.0,0.01,0.0,0.0,0.01,,,,,,,Nintendo,False
"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Transformers: Fall of Cybertron,PC,2012.0,Action,Activision,0.01,0.0,0.0,0.0,0.01,78.0,13.0,7.9,121.0,"High Moon Studios, Mercenary Technologies",T,PC,True
Winx Club: Saving Alfea ,3DS,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,tbd,,Little Orbit,E,Portable,True
Norn + Nonette: Act Tune,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
The Amazing Spider-Man 2 (2014),PC,2014.0,Action,Activision,0.0,0.01,0.0,0.0,0.01,,,,,,,PC,False
Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
ZombiU,XOne,2016.0,Action,Ubisoft,0.0,0.01,0.0,0.0,0.01,,,,,,,Xbox,False
Mushi Bugyou,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Ben 10 Omniverse 2,X360,2013.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,5.1,9.0,High Voltage Software,E10+,Xbox,True
Hakuoki: Reimeiroku - Omouhase Kara,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Fujiko F. Fujio Characters: Great Assembly! Slightly Fantastic Slapstick Party,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Tsukigime Ranko's Longest Day,PS3,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01,,,,,,,Playstation,False
Aikatsu Stars! My Special Appeal,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
Kyoukai no Shirayuki,PSV,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01,,,,,,,Portable,False
